year,month,country,nTourist
2015,12,모리셔스,423.0
2015,12,스와질랜드,208.0
2015,12,세이쉘,139.0
2015,12,짐바브웨,
2015,12,우간다,
2015,12,시에라리온,
2016,1,남아프리카공화국,2187.0
2016,1,모리셔스,381.0
2016,1,스와질랜드,215.0
2016,1,세이쉘,137.0
2016,1,짐바브웨,12956.0
2016,1,우간다,2971.0
2016,1,시에라리온,
2016,2,남아프리카공화국,1409.0
2016,2,모리셔스,331.0
2016,2,스와질랜드,157.0
2016,2,세이쉘,125.0
2016,2,짐바브웨,
2016,2,우간다,
2016,2,시에라리온,
2016,3,남아프리카공화국,1463.0
2016,3,모리셔스,478.0
2016,3,스와질랜드,204.0
2016,3,세이쉘,104.0
2016,3,짐바브웨,
2016,3,우간다,
2016,3,시에라리온,
2016,4,남아프리카공화국,1177.0
2016,4,모리셔스,546.0
2016,4,스와질랜드,156.0
2016,4,세이쉘,143.0
2016,4,짐바브웨,
2016,4,우간다,
2016,4,시에라리온,
2016,5,남아프리카공화국,1312.0
2016,5,모리셔스,538.0
2016,5,스와질랜드,138.0
2016,5,세이쉘,162.0
2016,5,짐바브웨,
2016,5,우간다,
2016,5,시에라리온,
2016,6,남아프리카공화국,1135.0
2016,6,모리셔스,438.0
2016,6,스와질랜드,164.0
2016,6,세이쉘,142.0
2016,6,짐바브웨,
2016,6,우간다,
2016,6,시에라리온,
2016,7,남아프리카공화국,1852.0
2016,7,모리셔스,243.0
2016,7,스와질랜드,231.0
2016,7,세이쉘,96.0
2016,7,짐바브웨,
2016,7,우간다,
2016,7,시에라리온,
2016,8,남아프리카공화국,2113.0
2016,8,모리셔스,299.0
2016,8,스와질랜드,252.0
2016,8,세이쉘,100.0
2016,8,짐바브웨,
2016,8,우간다,
2016,8,시에라리온,
2016,9,남아프리카공화국,1613.0
2016,9,모리셔스,482.0
2016,9,스와질랜드,238.0
2016,9,세이쉘,109.0
2016,9,짐바브웨,
2016,9,우간다,
2016,9,시에라리온,
2016,10,남아프리카공화국,1241.0
2016,10,모리셔스,796.0
2016,10,스와질랜드,193.0
2016,10,세이쉘,189.0
2016,10,짐바브웨,
2016,10,우간다,
2016,10,시에라리온,
2016,11,남아프리카공화국,1458.0
2016,11,모리셔스,924.0
2016,11,스와질랜드,159.0
2016,11,세이쉘,224.0
2016,11,짐바브웨,
2016,11,우간다,
2016,11,시에라리온,
2016,12,남아프리카공화국,1880.0
2016,12,모리셔스,569.0
2016,12,스와질랜드,193.0
2016,12,세이쉘,127.0
2016,12,짐바브웨,
2016,12,우간다,
2016,12,시에라리온,
2017,1,남아프리카공화국,3053.0
2017,1,모리셔스,462.0
2017,1,스와질랜드,243.0
2017,1,세이쉘,117.0
2017,1,짐바브웨,20074.0
2017,1,우간다,2076.0
2017,1,시에라리온,
2017,2,남아프리카공화국,2251.0
2017,2,모리셔스,496.0
2017,2,스와질랜드,228.0
2017,2,세이쉘,158.0
2017,2,짐바브웨,
2017,2,우간다,
2017,2,시에라리온,
2017,3,남아프리카공화국,1544.0
2017,3,모리셔스,552.0
2017,3,스와질랜드,107.0
2017,3,세이쉘,119.0
2017,3,짐바브웨,
2017,3,우간다,
2017,3,시에라리온,
2017,4,남아프리카공화국,1602.0
2017,4,모리셔스,657.0
2017,4,스와질랜드,184.0
2017,4,세이쉘,117.0
2017,4,짐바브웨,
2017,4,우간다,
2017,4,시에라리온,
2017,5,남아프리카공화국,1334.0
2017,5,모리셔스,589.0
2017,5,스와질랜드,122.0
2017,5,세이쉘,149.0
2017,5,짐바브웨,
2017,5,우간다,
2017,5,시에라리온,
2017,6,남아프리카공화국,1165.0
2017,6,모리셔스,519.0
2017,6,스와질랜드,133.0
2017,6,세이쉘,94.0
2017,6,짐바브웨,
2017,6,우간다,
2017,6,시에라리온,
2017,7,남아프리카공화국,2088.0
2017,7,모리셔스,278.0
2017,7,스와질랜드,177.0
2017,7,세이쉘,108.0
2017,7,짐바브웨,
2017,7,우간다,
2017,7,시에라리온,
2017,8,남아프리카공화국,2018.0
2017,8,모리셔스,277.0
2017,8,스와질랜드,247.0
2017,8,세이쉘,90.0
2017,8,짐바브웨,
2017,8,우간다,
2017,8,시에라리온,
2017,9,남아프리카공화국,1691.0
2017,9,모리셔스,705.0
2017,9,스와질랜드,171.0
2017,9,세이쉘,150.0
2017,9,짐바브웨,
2017,9,우간다,
2017,9,시에라리온,
2017,10,남아프리카공화국,1930.0
2017,10,모리셔스,607.0
2017,10,스와질랜드,161.0
2017,10,세이쉘,126.0
2017,10,짐바브웨,
2017,10,우간다,
2017,10,시에라리온,
2017,11,남아프리카공화국,1663.0
2017,11,모리셔스,1049.0
2017,11,스와질랜드,127.0
2017,11,세이쉘,180.0
2017,11,짐바브웨,
2017,11,우간다,
2017,11,시에라리온,
2017,12,남아프리카공화국,1834.0
2017,12,모리셔스,667.0
2017,12,스와질랜드,5.0
2017,12,세이쉘,154.0
2017,12,짐바브웨,
2017,12,우간다,
2017,12,시에라리온,
2018,1,남아프리카공화국,3201.0
2018,1,모리셔스,422.0
2018,1,스와질랜드,156.0
2018,1,세이쉘,130.0
2018,1,짐바브웨,33759.0
2018,1,우간다,
2018,1,시에라리온,
2018,2,남아프리카공화국,1939.0
2018,2,모리셔스,350.0
2018,2,스와질랜드,129.0
2018,2,세이쉘,132.0
2018,2,짐바브웨,
2018,2,우간다,
2018,2,시에라리온,
2018,3,남아프리카공화국,1942.0
2018,3,모리셔스,511.0
2018,3,스와질랜드,238.0
2018,3,세이쉘,81.0
2018,3,짐바브웨,
2018,3,우간다,
2018,3,시에라리온,
2018,4,남아프리카공화국,1427.0
2018,4,모리셔스,655.0
2018,4,스와질랜드,162.0
2018,4,세이쉘,98.0
2018,4,짐바브웨,
2018,4,우간다,
2018,4,시에라리온,
2018,5,남아프리카공화국,1287.0
2018,5,모리셔스,610.0
2018,5,스와질랜드,145.0
2018,5,세이쉘,108.0
2018,5,짐바브웨,
2018,5,우간다,
2018,5,시에라리온,
2018,6,남아프리카공화국,1508.0
2018,6,모리셔스,529.0
2018,6,스와질랜드,153.0
2018,6,세이쉘,105.0
2018,6,짐바브웨,
2018,6,우간다,
2018,6,시에라리온,
2018,7,남아프리카공화국,2197.0
2018,7,모리셔스,377.0
2018,7,스와질랜드,228.0
2018,7,세이쉘,90.0
2018,7,짐바브웨,
2018,7,우간다,
2018,7,시에라리온,
2018,8,남아프리카공화국,2022.0
2018,8,모리셔스,337.0
2018,8,스와질랜드,258.0
2018,8,세이쉘,127.0
2018,8,짐바브웨,
2018,8,우간다,
2018,8,시에라리온,
2018,9,남아프리카공화국,1755.0
2018,9,모리셔스,489.0
