year,month,country,nTourist
2018,3,피지,720.0
2018,4,호주,21600.0
2018,4,북마리아나(사이판) ,21928.0
2018,4,뉴질랜드,6432.0
2018,4,팔라우,1127.0
2018,4,피지,760.0
2018,5,호주,20000.0
2018,5,북마리아나(사이판) ,22076.0
2018,5,뉴질랜드,5024.0
2018,5,팔라우,1103.0
2018,5,피지,598.0
2018,6,호주,19800.0
2018,6,북마리아나(사이판) ,24026.0
2018,6,뉴질랜드,3840.0
2018,6,팔라우,1055.0
2018,6,피지,683.0
2018,7,호주,22000.0
2018,7,북마리아나(사이판) ,23454.0
2018,7,뉴질랜드,5456.0
2018,7,팔라우,1227.0
2018,7,피지,712.0
2018,8,호주,23800.0
2018,8,북마리아나(사이판) ,27350.0
2018,8,뉴질랜드,4640.0
2018,8,팔라우,1527.0
2018,8,피지,685.0
2018,9,호주,21400.0
2018,9,북마리아나(사이판) ,22339.0
2018,9,뉴질랜드,5360.0
2018,9,팔라우,1174.0
2018,9,피지,585.0
2018,10,호주,19300.0
2018,10,북마리아나(사이판) ,15552.0
2018,10,뉴질랜드,6720.0
2018,10,팔라우,
2018,10,피지,772.0
2018,11,호주,24100.0
2018,11,북마리아나(사이판) ,531.0
2018,11,뉴질랜드,8839.0
2018,11,팔라우,
2018,11,피지,699.0
2018,12,호주,28800.0
2018,12,북마리아나(사이판) ,7125.0
2018,12,뉴질랜드,9830.0
2018,12,팔라우,
2018,12,피지,617.0
2019,1,호주,29800.0
2019,1,북마리아나(사이판) ,14551.0
2019,1,뉴질랜드,13700.0
2019,1,팔라우,1171.0
2019,1,피지,766.0
2019,2,호주,30900.0
2019,2,북마리아나(사이판) ,15287.0
2019,2,뉴질랜드,10385.0
2019,2,팔라우,1037.0
2019,2,피지,677.0
2019,3,호주,26100.0
2019,3,북마리아나(사이판) ,13370.0
2019,3,뉴질랜드,8737.0
2019,3,팔라우,1092.0
2019,3,피지,586.0
2019,4,호주,16700.0
2019,4,북마리아나(사이판) ,17182.0
2019,4,뉴질랜드,5380.0
2019,4,팔라우,810.0
2019,4,피지,648.0
2019,5,호주,18800.0
2019,5,북마리아나(사이판) ,17750.0
2019,5,뉴질랜드,4344.0
2019,5,팔라우,1098.0
2019,5,피지,813.0
2019,6,호주,19200.0
2019,6,북마리아나(사이판) ,21270.0
2019,6,뉴질랜드,3927.0
2019,6,팔라우,660.0
2019,6,피지,547.0
2019,7,호주,20900.0
2019,7,북마리아나(사이판) ,23648.0
2019,7,뉴질랜드,5294.0
2019,7,팔라우,774.0
2019,7,피지,602.0
2019,8,호주,21000.0
2019,8,북마리아나(사이판) ,
2019,8,뉴질랜드,4460.0
2019,8,팔라우,1058.0
2019,8,피지,627.0
2019,9,호주,20000.0
2019,9,북마리아나(사이판) ,
2019,9,뉴질랜드,4992.0
2019,9,팔라우,659.0
2019,9,피지,741.0
2019,10,호주,19800.0
2019,10,북마리아나(사이판) ,
2019,10,뉴질랜드,5944.0
2019,10,팔라우,698.0
2019,10,피지,255.0
2019,11,호주,26000.0
2019,11,북마리아나(사이판) ,
2019,11,뉴질랜드,9336.0
2019,11,팔라우,1309.0
2019,11,피지,269.0
2019,12,호주,28050.0
2019,12,북마리아나(사이판) ,
2019,12,뉴질랜드,11932.0
2019,12,팔라우,1518.0
2019,12,피지,275.0
