year,month,country,nTourist
2015,1,스페인,
2015,1,독일,24048.0
2015,1,오스트리아,18766.0
2015,1,영국,77292.0
2015,1,슬로베니아,3268.0
2015,1,러시아  ,153189.0
2015,1,보스니아,606.0
2015,1,핀란드,18835.0
2015,1,슬로바키아,2558.0
2015,1,마케도니아,152.0
2015,1,세르비아,39.0
2015,1,스웨덴,
2015,1,리히텐슈타인,0.0
2015,1,조지아,2936.0
2015,1,산마리노,
2015,2,스페인,
2015,2,독일,19396.0
2015,2,오스트리아,15213.0
2015,2,영국,
2015,2,슬로베니아,2271.0
2015,2,러시아  ,
2015,2,보스니아,514.0
2015,2,핀란드,
2015,2,슬로바키아,
2015,2,마케도니아,97.0
2015,2,세르비아,1.0
2015,2,스웨덴,
2015,2,리히텐슈타인,9.0
2015,2,조지아,
2015,2,산마리노,
2015,3,스페인,
2015,3,독일,18959.0
2015,3,오스트리아,21411.0
2015,3,영국,
2015,3,슬로베니아,4976.0
2015,3,러시아  ,
2015,3,보스니아,1619.0
2015,3,핀란드,
2015,3,슬로바키아,
2015,3,마케도니아,368.0
2015,3,세르비아,88.0
2015,3,스웨덴,
2015,3,리히텐슈타인,14.0
2015,3,조지아,
2015,3,산마리노,
2015,4,스페인,
2015,4,독일,21403.0
2015,4,오스트리아,25782.0
2015,4,영국,95674.0
2015,4,슬로베니아,10389.0
2015,4,러시아  ,
2015,4,보스니아,3662.0
2015,4,핀란드,
2015,4,슬로바키아,5932.0
2015,4,마케도니아,538.0
2015,4,세르비아,200.0
2015,4,스웨덴,
2015,4,리히텐슈타인,0.0
2015,4,조지아,
2015,4,산마리노,
2015,5,스페인,
2015,5,독일,24663.0
2015,5,오스트리아,28658.0
2015,5,영국,
2015,5,슬로베니아,12354.0
2015,5,러시아  ,
2015,5,보스니아,4837.0
2015,5,핀란드,
2015,5,슬로바키아,
2015,5,마케도니아,621.0
2015,5,세르비아,461.0
2015,5,스웨덴,
2015,5,리히텐슈타인,8.0
2015,5,조지아,
2015,5,산마리노,
2015,6,스페인,
2015,6,독일,28923.0
2015,6,오스트리아,26008.0
2015,6,영국,
2015,6,슬로베니아,12005.0
2015,6,러시아  ,
2015,6,보스니아,4646.0
2015,6,핀란드,
2015,6,슬로바키아,
2015,6,마케도니아,737.0
2015,6,세르비아,188.0
2015,6,스웨덴,
2015,6,리히텐슈타인,19.0
2015,6,조지아,
2015,6,산마리노,
2015,7,스페인,
2015,7,독일,36441.0
2015,7,오스트리아,35190.0
2015,7,영국,109549.0
2015,7,슬로베니아,7695.0
2015,7,러시아  ,
2015,7,보스니아,2704.0
2015,7,핀란드,
2015,7,슬로바키아,5364.0
2015,7,마케도니아,308.0
2015,7,세르비아,245.0
2015,7,스웨덴,
2015,7,리히텐슈타인,4.0
2015,7,조지아,
2015,7,산마리노,
2015,8,스페인,
2015,8,독일,30435.0
2015,8,오스트리아,30186.0
2015,8,영국,
2015,8,슬로베니아,8952.0
2015,8,러시아  ,
2015,8,보스니아,3076.0
2015,8,핀란드,
2015,8,슬로바키아,
2015,8,마케도니아,303.0
2015,8,세르비아,239.0
2015,8,스웨덴,
2015,8,리히텐슈타인,10.0
2015,8,조지아,
2015,8,산마리노,
2015,9,스페인,
2015,9,독일,26551.0
2015,9,오스트리아,21834.0
2015,9,영국,
2015,9,슬로베니아,8251.0
2015,9,러시아  ,
2015,9,보스니아,2986.0
2015,9,핀란드,
2015,9,슬로바키아,
2015,9,마케도니아,226.0
2015,9,세르비아,194.0
2015,9,스웨덴,
2015,9,리히텐슈타인,19.0
2015,9,조지아,
2015,9,산마리노,
2015,10,스페인,
2015,10,독일,26778.0
2015,10,오스트리아,26608.0
2015,10,영국,54524.0
2015,10,슬로베니아,10582.0
2015,10,러시아  ,
2015,10,보스니아,3700.0
2015,10,핀란드,
2015,10,슬로바키아,3883.0
2015,10,마케도니아,290.0
2015,10,세르비아,132.0
2015,10,스웨덴,
2015,10,리히텐슈타인,8.0
2015,10,조지아,
2015,10,산마리노,
2015,11,스페인,
2015,11,독일,20304.0
2015,11,오스트리아,14455.0
2015,11,영국,
2015,11,슬로베니아,7042.0
2015,11,러시아  ,
2015,11,보스니아,817.0
2015,11,핀란드,
2015,11,슬로바키아,
2015,11,마케도니아,49.0
2015,11,세르비아,6.0
2015,11,스웨덴,
2015,11,리히텐슈타인,4.0
2015,11,조지아,
2015,11,산마리노,
2015,12,스페인,
2015,12,독일,18999.0
2015,12,오스트리아,12921.0
2015,12,영국,
2015,12,슬로베니아,4236.0
2015,12,러시아  ,
2015,12,보스니아,807.0
2015,12,핀란드,
2015,12,슬로바키아,
2015,12,마케도니아,15.0
2015,12,세르비아,52.0
2015,12,스웨덴,
2015,12,리히텐슈타인,0.0
2015,12,조지아,
2015,12,산마리노,
2016,1,스페인,312432.0
2016,1,독일,26113.0
2016,1,오스트리아,18035.0
2016,1,영국,64709.0
2016,1,슬로베니아,4869.0
2016,1,러시아  ,181024.0
2016,1,보스니아,683.0
2016,1,핀란드,22948.0
2016,1,슬로바키아,3351.0
2016,1,마케도니아,10.0
2016,1,세르비아,2.0
2016,1,스웨덴,
2016,1,리히텐슈타인,4.0
2016,1,조지아,3113.0
2016,1,산마리노,
2016,2,스페인,
2016,2,독일,22607.0
2016,2,오스트리아,15808.0
2016,2,영국,
2016,2,슬로베니아,4367.0
2016,2,러시아  ,
2016,2,보스니아,1098.0
2016,2,핀란드,
2016,2,슬로바키아,
2016,2,마케도니아,15.0
2016,2,세르비아,70.0
2016,2,스웨덴,
2016,2,리히텐슈타인,3.0
2016,2,조지아,
2016,2,산마리노,
2016,3,스페인,
2016,3,독일,20495.0
2016,3,오스트리아,20400.0
2016,3,영국,
2016,3,슬로베니아,7796.0
2016,3,러시아  ,
2016,3,보스니아,1803.0
2016,3,핀란드,
2016,3,슬로바키아,
2016,3,마케도니아,94.0
2016,3,세르비아,138.0
2016,3,스웨덴,
2016,3,리히텐슈타인,9.0
2016,3,조지아,
2016,3,산마리노,
2016,4,스페인,
2016,4,독일,25712.0
2016,4,오스트리아,20582.0
2016,4,영국,87360.0
2016,4,슬로베니아,10875.0
2016,4,러시아  ,
2016,4,보스니아,4257.0
2016,4,핀란드,
2016,4,슬로바키아,5897.0
2016,4,마케도니아,429.0
2016,4,세르비아,428.0
2016,4,스웨덴,
2016,4,리히텐슈타인,12.0
2016,4,조지아,
2016,4,산마리노,
2016,5,스페인,
2016,5,독일,26877.0
2016,5,오스트리아,24923.0
2016,5,영국,
2016,5,슬로베니아,13438.0
2016,5,러시아  ,
2016,5,보스니아,5455.0
2016,5,핀란드,
2016,5,슬로바키아,
2016,5,마케도니아,268.0
2016,5,세르비아,304.0
2016,5,스웨덴,
2016,5,리히텐슈타인,14.0
2016,5,조지아,
2016,5,산마리노,
2016,6,스페인,
2016,6,독일,30789.0
2016,6,오스트리아,24630.0
2016,6,영국,
2016,6,슬로베니아,12296.0
2016,6,러시아  ,
2016,6,보스니아,6088.0
2016,6,핀란드,
2016,6,슬로바키아,
2016,6,마케도니아,411.0
2016,6,세르비아,335.0
2016,6,스웨덴,
2016,6,리히텐슈타인,38.0
2016,6,조지아,
2016,6,산마리노,
2016,7,스페인,
2016,7,독일,37460.0
2016,7,오스트리아,34470.0
2016,7,영국,98075.0
2016,7,슬로베니아,11864.0
2016,7,러시아  ,
2016,7,보스니아,5251.0
2016,7,핀란드,
2016,7,슬로바키아,6064.0
2016,7,마케도니아,285.0
2016,7,세르비아,462.0
2016,7,스웨덴,
2016,7,리히텐슈타인,44.0
2016,7,조지아,
2016,7,산마리노,
2016,8,스페인,
2016,8,독일,32807.0
2016,8,오스트리아,33031.0
2016,8,영국,
2016,8,슬로베니아,10794.0
2016,8,러시아  ,
2016,8,보스니아,4795.0
2016,8,핀란드,
2016,8,슬로바키아,
2016,8,마케도니아,180.0
2016,8,세르비아,321.0
2016,8,스웨덴,
2016,8,리히텐슈타인,36.0
2016,8,조지아,
2016,8,산마리노,
2016,9,스페인,
2016,9,독일,29564.0
2016,9,오스트리아,25437.0
2016,9,영국,
2016,9,슬로베니아,11300.0
2016,9,러시아  ,
2016,9,보스니아,4398.0
2016,9,핀란드,
2016,9,슬로바키아,
2016,9,마케도니아,234.0
2016,9,세르비아,306.0
2016,9,스웨덴,
2016,9,리히텐슈타인,18.0
2016,9,조지아,
2016,9,산마리노,
2016,10,스페인,
2016,10,독일,25960.0
2016,10,오스트리아,23179.0
2016,10,영국,66493.0
2016,10,슬로베니아,12442.0
2016,10,러시아  ,
2016,10,보스니아,6916.0
2016,10,핀란드,
2016,10,슬로바키아,4082.0
2016,10,마케도니아,241.0
2016,10,세르비아,529.0
2016,10,스웨덴,
2016,10,리히텐슈타인,7.0
2016,10,조지아,
2016,10,산마리노,
2016,11,스페인,
2016,11,독일,20619.0
2016,11,오스트리아,17900.0
2016,11,영국,
2016,11,슬로베니아,7490.0
2016,11,러시아  ,
2016,11,보스니아,1552.0
2016,11,핀란드,
2016,11,슬로바키아,
2016,11,마케도니아,127.0
2016,11,세르비아,187.0
2016,11,스웨덴,
2016,11,리히텐슈타인,15.0
2016,11,조지아,
2016,11,산마리노,
2016,12,스페인,
2016,12,독일,19327.0
2016,12,오스트리아,15082.0
2016,12,영국,
2016,12,슬로베니아,5389.0
2016,12,러시아  ,
2016,12,보스니아,1159.0
2016,12,핀란드,
2016,12,슬로바키아,
2016,12,마케도니아,638.0
2016,12,세르비아,135.0
2016,12,스웨덴,
2016,12,리히텐슈타인,7.0
2016,12,조지아,
2016,12,산마리노,
2017,1,스페인,446069.0
2017,1,독일,25272.0
2017,1,오스트리아,18844.0
2017,1,영국,87119.0
2017,1,슬로베니아,6681.0
2017,1,러시아  ,253764.0
2017,1,보스니아,1148.0
2017,1,핀란드,28038.0
2017,1,슬로바키아,4214.0
2017,1,마케도니아,47.0
2017,1,세르비아,97.0
2017,1,스웨덴,
2017,1,리히텐슈타인,10.0
2017,1,조지아,6257.0
2017,1,산마리노,
2017,2,스페인,
2017,2,독일,24140.0
2017,2,오스트리아,15128.0
2017,2,영국,
2017,2,슬로베니아,7084.0
2017,2,러시아  ,
