,Name,Score,Description
648,사라온 이야기마을,3.8,-
649,군위 아미타여래삼존 석굴,4.2,-
650,석산리 약바람 산촌생태마을,4.4,-
651,,,
652,장곡자연휴양림,4.0,-
653,장곡자연휴양림,4.0,-
654,엄마아빠 어렸을적에,-,-
655,,,
656,,,
657,,,
658,,,
659,,,
660,빙계계곡,4.3,-
661,산수유마을,-,-
662,,,
663,의성조문국박물관,4.2,-
664,조문국사적지,4.4,-
665,청화산,3.8,-
666,탑산약수온천,3.6,-
667,한국애플리즈,4.3,-
668,군립청송야송미술관,4.4,-
669,,,
670,달기약수탕,3.9,-
671,솔기온천,4.3,-
672,,,
673,,,
674,,,
675,주산지,4.2,-
676,,,
677,,,
678,,,
679,,,
680,청송민속박물관,3.9,-
681,청송백자전수관,4.0,-
682,청송자연휴양림,4.3,-
683,항일의병기념공원,4.0,-
684,검마산자연휴양림,4.5,-
685,두들마을,-,-
686,,,
687,본신,-,-
688,삼의계곡,4.1,-
689,,,
690,수하계곡,4.5,-
691,,,
692,,,
693,반딧불이천문대,4.6,-
694,,,
695,Ilwolsan,-,-
696,,,
697,,,
698,장계향 문화체험 교육원,4.3,-
699,주실마을,-,-
700,지훈문학관,4.3,-
701,,,
702,영양흥림산자연휴양림,3.9,-
703,강구항,4.0,-
704,경보화석박물관,2.7,-
705,경정해수욕장,3.8,-
706,,,
707,,,
708,남호해수욕장,3.4,-
709,대진해수욕장,4.1,-
710,동해비치관광호텔,3.3,-
711,동해해상관광호텔(주),2.8,-
712,부경온천,3.6,-
713,삼사해상공원,3.7,-
714,신돌석장군유적지관리사무소,3.9,-
715,신재생에너지전시관,3.6,-
716,,,
717,블루로드,4.2,-
718,칠보산온천모텔,3.5,-
719,오보해수욕장,3.8,-
720,오천솔밭유원지,4.2,-
721,,,
722,장사해수욕장,4.0,-
723,축산항,3.7,-
724,칠보산자연휴양림,4.3,-
725,,,
726,,,
727,하저리해수욕장,4.2,-
728,,,
729,가지산,4.2,-
730,,,
731,,,
732,비슬리조트관광농원,3.6,-
733,비슬산,4.3,-
734,,,
735,,,
736,선암서원,3.7,-
737,송암정사,-,-
738,,,
739,청도와인터널,3.8,-
740,,,
741,,,
742,,,
743,청도운문댐 하류보 유원지,4.2,-
744,운문사,4.5,산속의 비구니 사찰이며 7개의 소중한 국가적 공예품을 소장하고 있습니다.
745,,,
746,,,
747,,,
748,,,
749,자계서원,4.6,-
750,청도군 자전거공원 캠핑장,3.9,-
751,청도 레일바이크,4.1,-
752,청도박물관,3.9,-
753,청도소싸움경기장,4.1,-
754,,,
755,청도신화랑풍류마을,3.9,-
756,청도와인터널,3.8,-
757,청도천1교,3.7,-
758,청도 프로방스,4.0,"모형과 동화 캐릭터, 음식점, 100곳 이상의 포토존이 있는 조명 장식의 테마파크입니다."
759,청도향교,4.1,-
760,전유성의코미디철가방극장,3.3,-
761,한국코미디타운,4.2,-
762,,,
763,개실마을,-,-
764,,,
765,마스터피스,3.9,-
766,고령유니밸리CC,3.7,-
767,향토문화학교,-,-
768,고령 장기리 암각화,3.8,-
769,지산동고분군,4.2,-
770,내사랑딸기,-,-
771,,,
772,대가야역사테마관광지,4.3,"역사적인 테마의 명소, 워터파크, 영화관, 공연을 즐길 수 있는 특별한 장소입니다."
773,대가야박물관,4.1,-
774,대가야생활촌,3.0,-
775,,,
776,미니멀주동물원,3.8,-
777,고령미숭산자연휴양림,3.9,-
778,반룡사,4.2,-
779,,,
780,대가야 수목원,4.4,-
781,산주마을,-,-
782,,,
783,생비원,4.0,-
784,,,
785,신리마을,-,-
786,,,
787,예마을,4.5,-
788,,,
789,,,
790,,,
791,,,
792,가야산야생화식물원,3.9,-
793,가야산국립공원백운분소,4.3,-
794,가야산국립공원백운분소,4.3,-
795,,,
796,금수문화공원 야영장,-,-
797,성주 경산리 성밖숲,4.3,-
798,성주 성산동 고분군,3.8,-
799,,,
800,성주 세종대왕자 태실,4.4,-
801,중기마을,-,-
802,아라월드,4.1,-
803,,,
804,,,
805,성주 한개마을,3.9,-
806,,,
807,,,
808,가산산성야영장,4.2,-
