,Name,Score,Description
0,에이스 회원권거래소,4.0,-
1,금이성,3.0,-
2,Beartree Park,4.3,다양한 꽃과 분재 사이에 검은 곰 울타리와 잉어 연못이 있는 식물 공원입니다.
3,,,
4,,,
5,영평사,4.2,-
6,운주산성,3.8,-
7,합강공원오토캠핑장 세종2지구,4.2,-
