,Name,Score,Description
0,나미렘 대성당,4.5,-
1,우간다 뮤지엄,4.1,-
2,카바카스 팰리스,4.3,-
3,카수비 묘,4.1,-
4,캄팔라 센트럴 모스크,4.5,-
5,바하이 하우스 오브 워쉽,4.6,-
6,Afriart Gallery Kira Rd,4.1,-
7,메이페어 카지노,4.3,-
8,Casino Simba,4.0,-
9,우간다 와일드라이프 에듀케이션 센터,4.3,-
10,Africa Tours Adventure Ltd,5.0,-
11,쉐라톤 캄팔라 호텔,4.4,-
12,Bowi Africa Tours and Travel LTD,5.0,-
13,Gorilla Uganda Bookings,4.0,-
14,캄팔라 세리나 호텔,4.6,-
15,프로테아 호텔 바이 매리엇 캄팔라,4.3,-
