,Name,Score,Description
0,엑서터 대성당,4.5,-
1,Bill Douglas Cinema Museum,4.4,-
2,Exeter Historic Guildhall,4.4,-
3,Mol's Coffee House,3.0,-
4,파우더햄 캐슬,4.5,-
5,Canonteign Falls,4.6,-
6,바바콤 모델 빌리지,4.6,-
7,토레 애비 뮤지엄,4.5,-
8,라운드햄 헤드,4.6,-
9,더 미낙 시어터,4.8,"깎아서 만든 콘월 지방의 절벽으로, 로열 셰익스피어 컴퍼니를 포함한 다양한 극단의 공연이 야외극장에서 펼쳐집니다."
10,엑스무어 국립공원,4.8,-
11,엑서터 대학,4.2,-
12,할든 벨비디어,4.6,-
13,주리스 인 엑서터,4.2,-
